CCL	Drug	AUC
CCL_864	Drug_1	0.8563
CCL_864	Drug_2	0.5036
CCL_864	Drug_3	0.921
CCL_864	Drug_5	0.6258
CCL_864	Drug_6	0.9095
CCL_864	Drug_7	0.8033
CCL_864	Drug_8	0.9307
CCL_864	Drug_9	0.4574
CCL_864	Drug_10	0.8819
CCL_864	Drug_12	1.0
CCL_864	Drug_13	0.8293
CCL_864	Drug_14	0.8005
CCL_864	Drug_15	0.9416
CCL_864	Drug_16	0.9138
CCL_864	Drug_18	0.6378
CCL_864	Drug_19	0.8809
CCL_864	Drug_20	0.951
CCL_864	Drug_21	0.7957
CCL_864	Drug_22	0.8531
CCL_864	Drug_23	0.8114
CCL_864	Drug_24	0.9703
CCL_865	Drug_11	0.8463
CCL_865	Drug_1	0.8383
CCL_865	Drug_2	0.4095
CCL_865	Drug_3	0.8194
CCL_865	Drug_4	0.4799
CCL_865	Drug_5	0.5009
CCL_865	Drug_6	0.9059
CCL_865	Drug_7	0.983
CCL_865	Drug_8	1.0
CCL_865	Drug_9	0.4592
CCL_865	Drug_10	0.9914
CCL_865	Drug_17	0.8261
CCL_865	Drug_12	0.917
CCL_865	Drug_13	0.7356
CCL_865	Drug_14	0.994
CCL_865	Drug_15	0.9012
CCL_865	Drug_16	0.9036
CCL_865	Drug_18	0.622
CCL_865	Drug_19	0.8390000000000001
CCL_865	Drug_20	0.621
CCL_865	Drug_21	0.995
CCL_865	Drug_22	0.8253
CCL_865	Drug_23	1.0
CCL_865	Drug_24	0.983
CCL_866	Drug_11	0.8255
CCL_866	Drug_1	0.8332
CCL_866	Drug_2	0.5585
CCL_866	Drug_3	0.95
CCL_866	Drug_5	0.7762
CCL_866	Drug_6	0.9612
CCL_866	Drug_7	0.5646
CCL_866	Drug_8	0.9722
CCL_866	Drug_9	0.7537
CCL_866	Drug_10	0.6525
CCL_866	Drug_17	0.7713
CCL_866	Drug_12	0.9265
CCL_866	Drug_13	0.8135
CCL_866	Drug_14	0.7099
CCL_866	Drug_15	0.8677
CCL_866	Drug_16	0.8149
CCL_866	Drug_18	0.5760000000000001
CCL_866	Drug_19	0.954
CCL_866	Drug_20	0.7879999999999999
CCL_866	Drug_21	0.9487
CCL_866	Drug_22	0.7611
CCL_866	Drug_23	0.8159
CCL_866	Drug_24	0.8045
CCL_867	Drug_11	0.7358
CCL_867	Drug_1	0.8124
CCL_867	Drug_2	0.4208
CCL_867	Drug_3	0.8284
CCL_867	Drug_4	0.425
CCL_867	Drug_5	0.4647
CCL_867	Drug_6	0.9584
CCL_867	Drug_7	0.9934
CCL_867	Drug_8	0.8389
CCL_867	Drug_9	0.2945
CCL_867	Drug_10	0.8984
CCL_867	Drug_17	0.8332
CCL_867	Drug_12	0.8313
CCL_867	Drug_13	0.6797
CCL_867	Drug_14	0.6562
CCL_867	Drug_15	0.721
CCL_867	Drug_16	0.8752
CCL_867	Drug_18	0.677
CCL_867	Drug_19	0.9479
CCL_867	Drug_20	0.8264
CCL_867	Drug_21	0.8825
CCL_867	Drug_22	0.9063
CCL_867	Drug_23	0.7873
CCL_867	Drug_24	0.7821
CCL_868	Drug_11	0.8206
CCL_868	Drug_1	0.8635
CCL_868	Drug_2	0.4654
CCL_868	Drug_3	0.8486
CCL_868	Drug_4	0.6378
CCL_868	Drug_5	0.6444
CCL_868	Drug_6	0.9065
CCL_868	Drug_7	0.7515
CCL_868	Drug_8	0.8442
CCL_868	Drug_9	0.3293
CCL_868	Drug_10	0.8381
CCL_868	Drug_17	0.8784
CCL_868	Drug_12	0.8197
CCL_868	Drug_13	0.6439
CCL_868	Drug_14	0.8114
CCL_868	Drug_15	0.7664
CCL_868	Drug_16	0.8158
CCL_868	Drug_18	0.6715
CCL_868	Drug_19	0.8916
CCL_868	Drug_20	0.9651
CCL_868	Drug_21	0.8223
CCL_868	Drug_22	0.9321
CCL_868	Drug_23	0.8053
CCL_868	Drug_24	0.8284
CCL_869	Drug_11	0.7182
CCL_869	Drug_1	0.7905
CCL_869	Drug_2	0.4714
CCL_869	Drug_3	0.9558
CCL_869	Drug_5	0.5577
CCL_869	Drug_6	0.7841
CCL_869	Drug_7	0.705
CCL_869	Drug_9	0.3966
CCL_869	Drug_10	0.8494
CCL_869	Drug_12	0.8268
CCL_869	Drug_14	0.7698
CCL_869	Drug_15	0.7649
CCL_869	Drug_16	0.7865
CCL_869	Drug_18	0.5568
CCL_869	Drug_19	0.7768
CCL_869	Drug_20	0.8062
CCL_869	Drug_21	0.8512
CCL_869	Drug_22	0.8329
CCL_869	Drug_23	0.7883
CCL_870	Drug_11	0.8124
CCL_870	Drug_1	0.7851
CCL_870	Drug_2	0.5318
CCL_870	Drug_3	0.9862
CCL_870	Drug_4	0.6286
CCL_870	Drug_5	0.6603
CCL_870	Drug_6	0.7809
CCL_870	Drug_7	0.7295
CCL_870	Drug_8	0.8562
CCL_870	Drug_9	0.525
CCL_870	Drug_10	0.8671
CCL_870	Drug_17	0.9876
CCL_870	Drug_12	0.8957
CCL_870	Drug_13	0.7683
CCL_870	Drug_14	0.7356
CCL_870	Drug_15	0.7885
CCL_870	Drug_16	0.9025
CCL_870	Drug_18	0.5824
CCL_870	Drug_19	0.838
CCL_870	Drug_20	0.8974
CCL_870	Drug_21	0.9129
CCL_870	Drug_22	0.8027
CCL_870	Drug_23	0.9087
CCL_870	Drug_24	0.9947
CCL_873	Drug_11	0.7532
CCL_873	Drug_1	0.835
CCL_873	Drug_2	0.4978
CCL_873	Drug_3	0.9819
CCL_873	Drug_4	0.6034
CCL_873	Drug_5	0.7043
CCL_873	Drug_6	0.8268
CCL_873	Drug_7	0.5965
CCL_873	Drug_8	0.958
CCL_873	Drug_9	0.6074
CCL_873	Drug_10	0.7257
CCL_873	Drug_17	0.8032
CCL_873	Drug_12	0.7665
CCL_873	Drug_13	0.7916
CCL_873	Drug_14	0.7645
CCL_873	Drug_15	0.9094
CCL_873	Drug_16	0.9536
CCL_873	Drug_18	0.5341
CCL_873	Drug_19	0.8401
CCL_873	Drug_20	0.8223
CCL_873	Drug_21	0.9407
CCL_873	Drug_22	0.91
CCL_873	Drug_23	0.8253
CCL_873	Drug_24	0.9668
CCL_875	Drug_11	0.7658
CCL_875	Drug_1	0.9199
CCL_875	Drug_2	0.545
CCL_875	Drug_3	0.8114
CCL_875	Drug_4	0.6782
CCL_875	Drug_5	0.721
CCL_875	Drug_6	0.9332
CCL_875	Drug_7	0.4462
CCL_875	Drug_8	0.9709
CCL_875	Drug_9	0.5595
CCL_875	Drug_10	0.5804
CCL_875	Drug_17	0.8593
CCL_875	Drug_12	0.9795
CCL_875	Drug_13	0.7181
CCL_875	Drug_14	0.8982
CCL_875	Drug_15	0.8731
CCL_875	Drug_16	0.9646
CCL_875	Drug_18	0.6851
CCL_875	Drug_19	0.9709
CCL_875	Drug_20	0.8486
CCL_875	Drug_21	0.9617
CCL_875	Drug_22	0.9756
CCL_875	Drug_23	0.8390000000000001
CCL_875	Drug_24	1.0
CCL_876	Drug_11	0.7762
CCL_876	Drug_1	0.7773
CCL_876	Drug_2	0.5032
CCL_876	Drug_3	0.9835
CCL_876	Drug_4	0.7223
CCL_876	Drug_5	0.8257
CCL_876	Drug_6	0.8854
CCL_876	Drug_7	0.8959999999999999
CCL_876	Drug_8	0.9772
CCL_876	Drug_9	0.5475
CCL_876	Drug_10	0.8975
CCL_876	Drug_17	0.8099
CCL_876	Drug_12	0.8938
CCL_876	Drug_13	0.8445
CCL_876	Drug_14	0.7996
CCL_876	Drug_15	0.8076
CCL_876	Drug_16	0.9587
CCL_876	Drug_18	0.7807
CCL_876	Drug_19	0.8327
CCL_876	Drug_20	0.8384
CCL_876	Drug_21	0.8401
CCL_876	Drug_22	0.9285
CCL_876	Drug_23	0.8121
CCL_876	Drug_24	0.8276
CCL_878	Drug_11	0.7437
CCL_878	Drug_1	0.8375
CCL_878	Drug_2	0.4323
CCL_878	Drug_3	0.8061
CCL_878	Drug_4	0.5311
CCL_878	Drug_5	0.6004
CCL_878	Drug_6	0.7867
CCL_878	Drug_7	0.5126
CCL_878	Drug_8	0.8447
CCL_878	Drug_9	0.3788
CCL_878	Drug_10	0.5926
CCL_878	Drug_17	0.8661
CCL_878	Drug_12	0.7103
CCL_878	Drug_13	0.6471
CCL_878	Drug_14	0.7557
CCL_878	Drug_15	0.79
CCL_878	Drug_16	0.8755
CCL_878	Drug_18	0.6925
CCL_878	Drug_19	0.9171
CCL_878	Drug_20	0.8516
CCL_878	Drug_21	0.8425
CCL_878	Drug_22	0.8492
CCL_878	Drug_23	0.8253
CCL_878	Drug_24	0.9173
CCL_879	Drug_11	0.7152
CCL_879	Drug_1	0.684
CCL_879	Drug_2	0.4832
CCL_879	Drug_3	0.9614
CCL_879	Drug_5	0.5763
CCL_879	Drug_6	0.722
CCL_879	Drug_7	0.7057
CCL_879	Drug_9	0.4556
CCL_879	Drug_10	0.8806
CCL_879	Drug_12	0.7876
CCL_879	Drug_14	0.7081
CCL_879	Drug_15	0.7617
CCL_879	Drug_16	0.6632
CCL_879	Drug_18	0.5927
CCL_879	Drug_19	0.6877
CCL_879	Drug_20	0.693
CCL_879	Drug_21	0.8542
CCL_879	Drug_22	0.6913
CCL_879	Drug_23	0.7734
CCL_880	Drug_11	0.8038
CCL_880	Drug_1	0.7608
CCL_880	Drug_2	0.4932
CCL_880	Drug_3	0.8042
CCL_880	Drug_4	0.7203
CCL_880	Drug_5	0.6746
CCL_880	Drug_6	0.8613
CCL_880	Drug_7	0.7352
CCL_880	Drug_8	0.9116
CCL_880	Drug_9	0.3489
CCL_880	Drug_10	0.8297
CCL_880	Drug_17	0.8993
CCL_880	Drug_12	0.823
CCL_880	Drug_13	0.6545
CCL_880	Drug_14	0.7922
CCL_880	Drug_15	0.7997
CCL_880	Drug_16	0.7691
CCL_880	Drug_18	0.6053
CCL_880	Drug_19	0.8814
CCL_880	Drug_20	0.8192
CCL_880	Drug_21	0.8637
CCL_880	Drug_22	0.7513
CCL_880	Drug_23	0.8797
CCL_880	Drug_24	0.8412
CCL_881	Drug_11	0.7694
CCL_881	Drug_1	0.8696
CCL_881	Drug_2	0.3975
CCL_881	Drug_3	0.8334
CCL_881	Drug_5	0.6026
CCL_881	Drug_6	0.91
CCL_881	Drug_7	0.5711
CCL_881	Drug_8	0.8404
CCL_881	Drug_9	0.422
CCL_881	Drug_10	0.6337
CCL_881	Drug_12	0.9864
CCL_881	Drug_14	0.7448
CCL_881	Drug_15	0.9256
CCL_881	Drug_16	0.962
CCL_881	Drug_18	0.677
CCL_881	Drug_19	0.9398
CCL_881	Drug_20	0.9544
CCL_881	Drug_21	0.96
CCL_881	Drug_22	0.9215
CCL_881	Drug_23	0.8118
CCL_881	Drug_24	0.8693
CCL_882	Drug_11	0.8073
CCL_882	Drug_1	0.9078
CCL_882	Drug_2	0.4069
CCL_882	Drug_3	0.8245
CCL_882	Drug_4	0.5551
CCL_882	Drug_5	0.5251
CCL_882	Drug_6	0.8423
CCL_882	Drug_7	0.688
CCL_882	Drug_8	0.7336
CCL_882	Drug_9	0.3835
CCL_882	Drug_10	0.7604
CCL_882	Drug_17	0.8584
CCL_882	Drug_12	0.9811
CCL_882	Drug_13	0.8689
CCL_882	Drug_14	0.7042
CCL_882	Drug_15	0.8012
CCL_882	Drug_16	0.838
CCL_882	Drug_18	0.7064
CCL_882	Drug_19	0.8401
CCL_882	Drug_20	0.9879
CCL_882	Drug_21	0.9336
CCL_882	Drug_22	0.8881
CCL_882	Drug_23	0.8221
CCL_882	Drug_24	0.8096
CCL_883	Drug_11	0.7144
CCL_883	Drug_1	0.8108
CCL_883	Drug_2	0.3838
CCL_883	Drug_3	0.8875
CCL_883	Drug_5	0.5784
CCL_883	Drug_6	0.9014
CCL_883	Drug_7	0.9257
CCL_883	Drug_8	0.8256
CCL_883	Drug_9	0.3572
CCL_883	Drug_10	0.9258
CCL_883	Drug_12	0.9825
CCL_883	Drug_13	0.8894
CCL_883	Drug_14	0.7422
CCL_883	Drug_15	0.7883
CCL_883	Drug_16	0.8632
CCL_883	Drug_18	0.6596
CCL_883	Drug_19	0.8275
CCL_883	Drug_20	0.8434
CCL_883	Drug_21	0.9654
CCL_883	Drug_22	0.8012
CCL_883	Drug_23	0.7696
CCL_883	Drug_24	0.8003
CCL_885	Drug_11	0.754
CCL_885	Drug_1	0.8378
CCL_885	Drug_2	0.4717
CCL_885	Drug_3	0.9651
CCL_885	Drug_5	0.8622
CCL_885	Drug_6	0.9329
CCL_885	Drug_7	0.7362
CCL_885	Drug_9	0.6091
CCL_885	Drug_10	0.7697
CCL_885	Drug_12	1.0
CCL_885	Drug_13	0.7624
CCL_885	Drug_14	0.6718
CCL_885	Drug_15	0.8605
CCL_885	Drug_16	0.9489
CCL_885	Drug_18	0.7209
CCL_885	Drug_19	0.9389
CCL_885	Drug_20	0.9556
CCL_885	Drug_21	0.9602
CCL_885	Drug_22	0.9266
CCL_885	Drug_23	0.8343
CCL_885	Drug_24	0.9425
CCL_888	Drug_11	0.6348
CCL_888	Drug_1	0.8443
CCL_888	Drug_2	0.4342
CCL_888	Drug_3	0.8427
CCL_888	Drug_5	0.5919
CCL_888	Drug_6	0.9199
CCL_888	Drug_7	0.8137
CCL_888	Drug_8	0.8314
CCL_888	Drug_9	0.4313
CCL_888	Drug_10	0.9213
CCL_888	Drug_17	0.773
CCL_888	Drug_12	0.7929999999999999
CCL_888	Drug_13	0.6926
CCL_888	Drug_14	0.5849
CCL_888	Drug_15	0.8001
CCL_888	Drug_16	0.9283
CCL_888	Drug_18	0.5631
CCL_888	Drug_19	0.8408
CCL_888	Drug_20	0.8245
CCL_888	Drug_21	0.7967
CCL_888	Drug_22	0.8159
CCL_888	Drug_23	0.7109
CCL_888	Drug_24	0.8320000000000001
CCL_889	Drug_11	0.8612
CCL_889	Drug_1	0.8703
CCL_889	Drug_2	0.5554
CCL_889	Drug_3	0.9578
CCL_889	Drug_4	0.6443
CCL_889	Drug_5	0.7074
CCL_889	Drug_6	0.6744
CCL_889	Drug_7	0.8608
CCL_889	Drug_8	0.9233
CCL_889	Drug_9	0.392
CCL_889	Drug_10	0.9479
CCL_889	Drug_17	0.9765
CCL_889	Drug_12	0.8957
CCL_889	Drug_13	0.7388
CCL_889	Drug_14	0.8134
CCL_889	Drug_15	0.8183
CCL_889	Drug_16	0.8491
CCL_889	Drug_18	0.6928
CCL_889	Drug_19	0.8517
CCL_889	Drug_20	0.8372
CCL_889	Drug_21	0.8423
CCL_889	Drug_22	0.8057
CCL_889	Drug_23	0.9866
CCL_889	Drug_24	0.9647
CCL_900	Drug_11	0.8675
CCL_900	Drug_1	0.8045
CCL_900	Drug_2	0.5389
CCL_900	Drug_3	0.9235
CCL_900	Drug_4	0.7268
CCL_900	Drug_5	0.6651
CCL_900	Drug_6	0.9333
CCL_900	Drug_7	0.8201
CCL_900	Drug_8	0.944
CCL_900	Drug_9	0.3988
CCL_900	Drug_10	0.866
CCL_900	Drug_17	0.863
CCL_900	Drug_12	0.8334
CCL_900	Drug_13	0.6679
CCL_900	Drug_14	0.8073
CCL_900	Drug_15	0.8037
CCL_900	Drug_16	0.8478
CCL_900	Drug_18	0.6037
CCL_900	Drug_19	0.8653
CCL_900	Drug_20	0.8772
CCL_900	Drug_21	0.9371
CCL_900	Drug_22	0.8106
CCL_900	Drug_23	0.8352
CCL_900	Drug_24	0.8564
CCL_917	Drug_11	0.7893
CCL_917	Drug_1	0.9375
CCL_917	Drug_2	0.5259
CCL_917	Drug_3	0.8272
CCL_917	Drug_5	0.5670000000000001
CCL_917	Drug_6	0.9226
CCL_917	Drug_7	0.5503
CCL_917	Drug_8	0.8122
CCL_917	Drug_9	0.5041
CCL_917	Drug_10	0.7288
CCL_917	Drug_17	0.882
CCL_917	Drug_12	0.9474
CCL_917	Drug_13	0.7048
CCL_917	Drug_14	0.7628
CCL_917	Drug_15	0.7759999999999999
CCL_917	Drug_16	0.8815
CCL_917	Drug_18	0.503
CCL_917	Drug_19	0.8532
CCL_917	Drug_20	0.9023
CCL_917	Drug_21	0.8170000000000001
CCL_917	Drug_22	0.9037
CCL_917	Drug_23	0.8469
CCL_917	Drug_24	0.8261
CCL_914	Drug_11	0.8331
CCL_914	Drug_1	0.74
CCL_914	Drug_2	0.4569
CCL_914	Drug_3	0.8201
CCL_914	Drug_5	0.6139
CCL_914	Drug_6	0.9417
CCL_914	Drug_7	0.8018
CCL_914	Drug_8	0.8456
CCL_914	Drug_9	0.1625
CCL_914	Drug_10	0.9395
CCL_914	Drug_17	0.7963
CCL_914	Drug_12	0.8245
CCL_914	Drug_13	0.6556
CCL_914	Drug_14	0.6616
CCL_914	Drug_15	0.6132
CCL_914	Drug_16	0.8603
CCL_914	Drug_18	0.44
CCL_914	Drug_19	0.8208
CCL_914	Drug_20	0.8003
CCL_914	Drug_21	0.9634
CCL_914	Drug_22	0.9539
CCL_914	Drug_23	0.7796
CCL_914	Drug_24	0.799
CCL_916	Drug_11	0.8186
CCL_916	Drug_1	0.8799
CCL_916	Drug_2	0.4714
CCL_916	Drug_3	0.9916
CCL_916	Drug_5	0.7761
CCL_916	Drug_6	0.9923
CCL_916	Drug_7	0.81
CCL_916	Drug_8	0.8682
CCL_916	Drug_9	0.4667
CCL_916	Drug_10	0.7928
CCL_916	Drug_17	0.9577
CCL_916	Drug_12	0.9552
CCL_916	Drug_13	0.8192
CCL_916	Drug_14	0.8655
CCL_916	Drug_15	0.9408
CCL_916	Drug_16	0.8794
CCL_916	Drug_18	0.7798
CCL_916	Drug_19	0.8124
CCL_916	Drug_20	0.9685
CCL_916	Drug_21	0.9243
CCL_916	Drug_22	0.8065
CCL_916	Drug_23	0.9279
CCL_916	Drug_24	0.9902
CCL_926	Drug_11	0.8959999999999999
CCL_926	Drug_1	0.9487
CCL_926	Drug_2	0.5619
CCL_926	Drug_3	0.9458
CCL_926	Drug_5	0.8343
CCL_926	Drug_6	0.9369
CCL_926	Drug_7	0.921
CCL_926	Drug_9	0.5035
CCL_926	Drug_10	0.923
CCL_926	Drug_12	0.9111
CCL_926	Drug_14	0.8951
CCL_926	Drug_15	0.9823
CCL_926	Drug_16	0.953
CCL_926	Drug_18	0.6185
CCL_926	Drug_19	0.8256
CCL_926	Drug_20	0.931
CCL_926	Drug_21	0.93
CCL_926	Drug_22	0.9327
CCL_926	Drug_23	0.9407
CCL_926	Drug_24	0.9847
CCL_927	Drug_11	0.9529
CCL_927	Drug_1	0.8824
CCL_927	Drug_2	0.4915
CCL_927	Drug_3	0.8352
CCL_927	Drug_5	0.5841
CCL_927	Drug_6	0.8107
CCL_927	Drug_7	0.6616
CCL_927	Drug_9	0.2624
CCL_927	Drug_10	0.7911
CCL_927	Drug_12	0.9153
CCL_927	Drug_13	0.7542
CCL_927	Drug_14	0.721
CCL_927	Drug_15	0.8056
CCL_927	Drug_16	1.0
CCL_927	Drug_18	0.6776
CCL_927	Drug_19	0.9048
CCL_927	Drug_20	0.9204
CCL_927	Drug_21	0.865
CCL_927	Drug_22	0.8317
CCL_927	Drug_23	0.7855
CCL_927	Drug_24	0.7946
CCL_930	Drug_11	0.8982
CCL_930	Drug_1	0.9323
CCL_930	Drug_2	0.5715
CCL_930	Drug_3	0.9864
CCL_930	Drug_5	0.8019
CCL_930	Drug_6	0.8697
CCL_930	Drug_7	0.8322
CCL_930	Drug_8	0.8864
CCL_930	Drug_9	0.3945
CCL_930	Drug_10	0.9418
CCL_930	Drug_17	0.9181
CCL_930	Drug_12	0.9833
CCL_930	Drug_13	0.8041
CCL_930	Drug_14	0.8672
CCL_930	Drug_15	0.9212
CCL_930	Drug_16	0.9425
CCL_930	Drug_18	0.6805
CCL_930	Drug_19	0.8396
CCL_930	Drug_20	0.9382
CCL_930	Drug_21	0.9571
CCL_930	Drug_22	0.9493
CCL_930	Drug_23	0.9361
CCL_930	Drug_24	0.8816
CCL_931	Drug_11	0.7952
CCL_931	Drug_1	0.8112
CCL_931	Drug_2	0.5574
CCL_931	Drug_3	0.9148
CCL_931	Drug_4	0.7445
CCL_931	Drug_5	0.7952
CCL_931	Drug_6	0.904
CCL_931	Drug_7	0.8045
CCL_931	Drug_8	0.9987
CCL_931	Drug_9	0.7281
CCL_931	Drug_10	0.9359
CCL_931	Drug_17	0.8487
CCL_931	Drug_12	0.9373
CCL_931	Drug_13	0.8007
CCL_931	Drug_14	0.909
CCL_931	Drug_15	0.8701
CCL_931	Drug_16	0.919
CCL_931	Drug_18	0.7847
CCL_931	Drug_19	0.9006
CCL_931	Drug_20	0.9107
CCL_931	Drug_21	0.8978
CCL_931	Drug_22	0.8137
CCL_931	Drug_23	0.8292
CCL_931	Drug_24	0.9973
CCL_934	Drug_11	0.7725
CCL_934	Drug_1	0.8059
CCL_934	Drug_2	0.5279
CCL_934	Drug_3	0.899
CCL_934	Drug_5	0.7044
CCL_934	Drug_6	0.8061
CCL_934	Drug_7	0.8665
CCL_934	Drug_9	0.4904
CCL_934	Drug_10	0.9425
CCL_934	Drug_12	0.8838
CCL_934	Drug_13	0.7367
CCL_934	Drug_14	0.8045
CCL_934	Drug_15	0.8464
CCL_934	Drug_16	0.9056
CCL_934	Drug_18	0.6191
CCL_934	Drug_19	0.8093
CCL_934	Drug_20	0.8875
CCL_934	Drug_21	0.8639
CCL_934	Drug_22	0.9396
CCL_934	Drug_23	0.8953
CCL_934	Drug_24	0.8253
CCL_957	Drug_11	0.8866
CCL_957	Drug_1	0.8864
CCL_957	Drug_2	0.5848
CCL_957	Drug_3	0.83
CCL_957	Drug_5	0.7393
CCL_957	Drug_6	0.8981
CCL_957	Drug_7	0.7453
CCL_957	Drug_8	0.9005
CCL_957	Drug_9	0.5775
CCL_957	Drug_10	0.897
CCL_957	Drug_17	0.9737
CCL_957	Drug_12	0.9857
CCL_957	Drug_13	0.8405
CCL_957	Drug_14	0.8277
CCL_957	Drug_15	0.9627
CCL_957	Drug_16	0.9057
CCL_957	Drug_18	0.6909
CCL_957	Drug_19	0.9509
CCL_957	Drug_20	0.9364
CCL_957	Drug_21	0.949
CCL_957	Drug_22	0.8725
CCL_957	Drug_23	0.9312
CCL_957	Drug_24	0.9922
CCL_960	Drug_11	0.8529
CCL_960	Drug_1	0.7686
CCL_960	Drug_2	0.4617
CCL_960	Drug_3	0.923
CCL_960	Drug_5	0.7392
CCL_960	Drug_6	0.607
CCL_960	Drug_7	0.8042
CCL_960	Drug_9	0.5565
CCL_960	Drug_10	0.8906
CCL_960	Drug_12	0.8576
CCL_960	Drug_14	0.8072
CCL_960	Drug_15	0.833
CCL_960	Drug_16	0.7927
CCL_960	Drug_18	0.5777
CCL_960	Drug_19	0.8315
CCL_960	Drug_20	0.8302
CCL_960	Drug_21	0.9899
CCL_960	Drug_22	0.7843
CCL_960	Drug_23	0.9876
CCL_960	Drug_24	0.9339
CCL_964	Drug_11	0.82
CCL_964	Drug_1	0.9278
CCL_964	Drug_2	0.5258
CCL_964	Drug_3	0.9625
CCL_964	Drug_5	0.6166
CCL_964	Drug_6	0.9212
CCL_964	Drug_7	0.8631
CCL_964	Drug_8	0.9881
CCL_964	Drug_9	0.5388
CCL_964	Drug_10	0.9133
CCL_964	Drug_12	0.9239
CCL_964	Drug_13	0.8019
CCL_964	Drug_14	0.9637
CCL_964	Drug_15	0.954
CCL_964	Drug_16	0.8999
CCL_964	Drug_18	0.708
CCL_964	Drug_19	0.9378
CCL_964	Drug_20	0.9491
CCL_964	Drug_21	0.9763
CCL_964	Drug_22	0.9555
CCL_964	Drug_23	0.951
CCL_964	Drug_24	0.9482
CCL_965	Drug_11	0.7773
CCL_965	Drug_1	0.79
CCL_965	Drug_2	0.4032
CCL_965	Drug_3	0.9749
CCL_965	Drug_4	0.5926
CCL_965	Drug_5	0.5431
CCL_965	Drug_6	0.9756
CCL_965	Drug_7	0.7452
CCL_965	Drug_8	0.7632
CCL_965	Drug_9	0.258
CCL_965	Drug_10	0.9291
CCL_965	Drug_17	0.9394
CCL_965	Drug_12	1.0
CCL_965	Drug_13	0.7913
CCL_965	Drug_14	0.7521
CCL_965	Drug_15	0.7568
CCL_965	Drug_16	0.959
CCL_965	Drug_18	0.5884
CCL_965	Drug_19	0.9896
CCL_965	Drug_20	0.7909999999999999
CCL_965	Drug_21	0.9669
CCL_965	Drug_22	0.9313
CCL_965	Drug_23	0.7829999999999999
CCL_965	Drug_24	0.775
CCL_967	Drug_11	0.7519
CCL_967	Drug_1	0.7318
CCL_967	Drug_2	0.3778
CCL_967	Drug_3	0.7726
CCL_967	Drug_4	0.4859
CCL_967	Drug_5	0.4721
CCL_967	Drug_6	0.9126
CCL_967	Drug_7	0.9612
CCL_967	Drug_8	0.6977
CCL_967	Drug_9	0.2948
CCL_967	Drug_10	0.9296
CCL_967	Drug_17	0.7801
CCL_967	Drug_12	0.8004
CCL_967	Drug_13	0.7736
CCL_967	Drug_14	0.7467
CCL_967	Drug_15	0.7251
CCL_967	Drug_16	0.9147
CCL_967	Drug_18	0.6128
CCL_967	Drug_19	0.6993
CCL_967	Drug_20	0.7792
CCL_967	Drug_21	0.8729
CCL_967	Drug_22	0.6397
CCL_967	Drug_23	0.7587
CCL_967	Drug_24	0.7724
CCL_969	Drug_11	0.7767
CCL_969	Drug_1	0.7919
CCL_969	Drug_2	0.3569
CCL_969	Drug_3	0.8129
CCL_969	Drug_4	0.5365
CCL_969	Drug_5	0.5208
CCL_969	Drug_6	0.8446
CCL_969	Drug_7	0.9228
CCL_969	Drug_8	0.7985
CCL_969	Drug_9	0.1762
CCL_969	Drug_10	0.95
CCL_969	Drug_17	0.7761
CCL_969	Drug_12	0.8847
CCL_969	Drug_13	0.7966
CCL_969	Drug_14	0.7581
CCL_969	Drug_15	0.7803
CCL_969	Drug_16	0.9386
CCL_969	Drug_18	0.6828
CCL_969	Drug_19	0.7632
CCL_969	Drug_20	0.7781
CCL_969	Drug_21	0.9771
CCL_969	Drug_22	0.7133
CCL_969	Drug_23	0.7879
CCL_969	Drug_24	0.6508
CCL_970	Drug_11	0.779
CCL_970	Drug_1	0.8172
CCL_970	Drug_2	0.3631
CCL_970	Drug_3	0.777
CCL_970	Drug_4	0.429
CCL_970	Drug_5	0.4288
CCL_970	Drug_6	0.9128
CCL_970	Drug_7	0.8625
CCL_970	Drug_8	0.7317
CCL_970	Drug_9	0.3343
CCL_970	Drug_10	0.9182
CCL_970	Drug_17	0.7882
CCL_970	Drug_12	0.8629
CCL_970	Drug_13	0.7494
CCL_970	Drug_14	0.7613
CCL_970	Drug_15	0.7749
CCL_970	Drug_16	0.8446
CCL_970	Drug_18	0.5905
CCL_970	Drug_19	0.8116
CCL_970	Drug_20	0.784
CCL_970	Drug_21	0.9781
CCL_970	Drug_22	0.9553
CCL_970	Drug_23	0.7817
CCL_970	Drug_24	0.7781
CCL_971	Drug_11	0.7746
CCL_971	Drug_1	0.8639
CCL_971	Drug_2	0.5632
CCL_971	Drug_3	0.8069
CCL_971	Drug_4	0.5507
CCL_971	Drug_5	0.5452
CCL_971	Drug_6	0.8915
CCL_971	Drug_7	0.5928
CCL_971	Drug_8	0.8346
CCL_971	Drug_9	0.619
CCL_971	Drug_10	0.7014
CCL_971	Drug_17	0.9632
CCL_971	Drug_12	0.9029
CCL_971	Drug_13	0.7141
CCL_971	Drug_14	0.7737
CCL_971	Drug_15	0.7781
CCL_971	Drug_16	0.7845
CCL_971	Drug_18	0.7013
CCL_971	Drug_19	0.8352
CCL_971	Drug_20	0.8386
CCL_971	Drug_21	0.9388
CCL_971	Drug_22	0.7819
CCL_971	Drug_23	0.8201
CCL_971	Drug_24	0.8731
CCL_973	Drug_11	0.907
CCL_973	Drug_1	0.917
CCL_973	Drug_2	0.3682
CCL_973	Drug_3	0.9786
